-430.93371218852593,180.76954179329988,3000
-429.44781145124495,181.20681039298708,3000
-410.82044201619533,185.94743450158717,3000
-389.75541690206427,189.89425837029165,3000
-366.3530549119977,192.97766323701097,3000
-340.72850463351284,195.14219421166894,3000
-313.00946627179167,196.30661572081132,3000
-283.3144218266371,196.4100664429389,3000
-251.75117922961024,195.4795642038232,3000
-218.4552495682967,193.55787769583907,3000
-183.6046001970942,190.5286970300577,3000
-147.3625534965866,186.26509283462934,3000
-109.87437941971764,180.7381367502897,3000
-71.29758946406496,173.94594774164148,3000
-31.8107748290529,165.84948135744636,3000
8.383908246000397,156.3337663913658,3000
49.09045622987688,145.20492126226355,3000
90.18509356611195,132.546728639362,3000
131.54451566843443,118.58612677767147,3000
173.01584191547457,103.45907248770453,3000
214.4604206181828,87.32864773322989,3000
255.74639361639606,70.39916603419366,3000
296.7388835773433,52.869007891182946,3000
337.3092862625323,34.95190235547893,3000
377.33234989784194,16.879289550707202,3000
416.6774772872187,-1.1425441494098596,3000
455.2160617250433,-18.920308176013908,3000
492.81433833496357,-36.265326856946885,3000
492.8322372886829,-36.27354848365204,3000
529.3641663557955,-52.98140325886482,3000
529.4018858173774,-52.99849708056804,3000
564.7525005043829,-68.87197640518677,3000
564.8032979794444,-68.89450391110921,3000
598.8482567553132,-83.80438230245196,3000
598.9094862000086,-83.83079301278393,3000
631.5218295845725,-97.68337242600067,3000
631.6039328685629,-97.71753105622322,3000
662.6739507137474,-110.37477101228036,3000
662.7764340404051,-110.41542665274895,3000
692.1933684296689,-121.77358246267968,3000
692.2916680499126,-121.81055161254875,3000
719.9169673173193,-131.92497829493544,3000
719.9989055621752,-131.9543061323041,3000
745.6889336483721,-140.93979357374383,3000
745.7904530199949,-140.97428665044174,3000
769.4481114606408,-148.77733440316882,3000
769.6210376368281,-148.83148959808304,3000
791.1951545812333,-155.23175293418169,3000
791.4235998328054,-155.2946443268828,3000
805.786586560865,-158.94529459166813,3000
